Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency
11237,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.",3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,2025/1/22,Average,2,4,3,2,3,False,False,False,False,False,False,3,5,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
11238,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Quote prices, credit terms, or other bid specifications.",3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,2025/1/22,Average,3,2,3,1,3,True,False,True,False,False,False,3,4,4,2,3,False,False,False,False,False,False,False,,
11261,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Compute customer's installation or production costs and estimate savings from new services, products, or equipment.",3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,2025/1/22,Average,2,3,2,3,1,False,False,False,False,False,False,3,4,2,3,3,True,True,False,False,True,False,False,FALSE,
11252,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Complete expense reports, sales reports, or other paperwork.",3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,2025/1/22,Average,4,3,2,4,3,True,True,True,False,False,False,4,4,2,3,5,True,True,True,False,False,False,False,,
20620,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify customer credit ratings.,3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,2025/1/22,Average,1,4,4,4,4,False,False,False,False,False,False,3,3,4,3,2,False,False,False,False,False,False,False,FALSE,FALSE
18866,Human Resources Specialists,"Prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.",db5513b8-b965-4d60-9d5b-48e5c18820b8,2025/2/25,Average,3,1,2,2,1,True,True,False,True,True,False,3,1,4,2,2,False,False,False,False,False,False,False,,FALSE
18853,Human Resources Specialists,Analyze employment-related data and prepare required reports.,db5513b8-b965-4d60-9d5b-48e5c18820b8,2025/2/25,Average,4,2,2,2,2,True,True,False,True,False,False,4,1,2,4,2,False,False,False,False,False,False,False,,FALSE
2797,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",16f45488-9af7-4bfa-8bb8-524f52e03435,2025/2/25,Average,2,3,5,5,4,False,False,False,False,False,False,2,2,2,5,3,False,True,True,False,True,False,False,FALSE,
2806,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Provide services to customers, such as order placement or account information.",16f45488-9af7-4bfa-8bb8-524f52e03435,2025/2/25,Average,5,5,5,5,3,False,True,False,True,False,False,5,4,3,5,4,False,False,True,True,False,True,False,,
15612,Clinical Research Coordinators,"Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols.",dc151eda-cd36-4aa0-be0d-4e9de0ab3cb9,2025/2/25,Expert,4,1,1,1,1,True,False,False,False,False,True,2,2,2,1,3,False,False,False,True,True,True,False,,
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",86c9b5e5-96af-49e1-9b63-5f15b2ee193c,2025/2/25,Average,4,1,1,3,2,True,True,False,False,False,True,2,3,3,3,3,False,False,False,True,True,False,True,,
1292,Computer User Support Specialists,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",86c9b5e5-96af-49e1-9b63-5f15b2ee193c,2025/2/25,Expert,1,4,4,1,4,False,False,False,False,False,False,2,5,4,4,5,False,False,True,True,True,True,True,FALSE,
18938,Credit Counselors,"Explain services or policies to clients, such as debt management program rules, advantages and disadvantages of using services, or creditor concession policies.",0b466480-1875-4e35-971f-7ad7ecdae8eb,2025/2/25,Expert,1,3,3,1,3,False,False,False,False,False,False,1,4,3,4,4,False,True,True,True,True,True,True,FALSE,
18933,Credit Counselors,"Advise clients or respond to inquiries about financial matters in person or via phone, email, Web site, or Internet chat.",0b466480-1875-4e35-971f-7ad7ecdae8eb,2025/2/25,Expert,1,1,3,1,3,False,False,False,False,False,False,1,3,3,3,4,False,True,True,True,True,True,True,FALSE,
15594,Clinical Research Coordinators,Record adverse event and side effect data and confer with investigators regarding the reporting of events to oversight agencies.,f7544776-3a6b-4bd4-ab76-d8968065ffde,2025/2/25,Expert,3,3,5,4,2,True,True,False,True,False,False,2,4,4,4,4,False,True,True,True,False,False,False,,
15593,Clinical Research Coordinators,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.",f7544776-3a6b-4bd4-ab76-d8968065ffde,2025/2/25,Average,3,2,4,3,3,False,False,False,True,True,True,2,3,3,3,3,False,True,True,False,True,False,True,,
15607,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.,f7544776-3a6b-4bd4-ab76-d8968065ffde,2025/2/25,Average,4,2,3,1,1,True,True,False,True,True,False,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE
15583,Clinical Research Coordinators,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",f7544776-3a6b-4bd4-ab76-d8968065ffde,2025/2/25,Average,2,1,5,2,2,False,False,False,False,False,False,4,4,3,3,4,True,True,True,False,True,False,True,FALSE,
15590,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,f7544776-3a6b-4bd4-ab76-d8968065ffde,2025/2/25,Average,5,1,3,2,2,True,True,True,True,True,False,2,2,2,2,2,False,False,False,False,False,False,False,,FALSE
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,2025/2/25,Average,3,1,2,2,3,True,False,False,False,False,False,1,1,2,3,2,False,False,False,False,False,False,False,,FALSE
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,2025/2/25,Expert,3,3,3,4,4,False,False,True,False,False,False,3,2,2,3,1,False,False,False,False,False,False,False,,FALSE
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,2025/2/25,Expert,2,3,3,4,3,False,False,False,False,False,False,3,3,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",081284e9-a7c3-4526-8b29-6fac21e7dc74,2025/2/25,Expert,2,2,4,3,3,False,False,False,False,False,False,4,3,3,3,3,True,False,True,True,True,False,False,FALSE,
1287,Computer User Support Specialists,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",081284e9-a7c3-4526-8b29-6fac21e7dc74,2025/2/25,Expert,5,2,3,1,1,True,True,False,False,False,True,1,1,1,2,2,False,False,False,False,False,False,False,,FALSE
1777,Editors,"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax.",d4744b6c-d5dd-4cee-9f97-c068e513cde5,2025/2/25,Expert,2,2,4,5,5,False,False,False,False,False,False,1,4,3,4,5,False,True,True,True,True,True,True,FALSE,
1786,Editors,"Read, evaluate and edit manuscripts or other materials submitted for publication, and confer with authors regarding changes in content, style or organization, or publication.",d4744b6c-d5dd-4cee-9f97-c068e513cde5,2025/2/25,Expert,2,1,3,2,5,False,False,False,False,False,False,1,4,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
23318,Insurance Claims and Policy Processing Clerks,Review insurance policy to determine coverage.,a298e4c0-1fb5-470c-afe0-c0f34ea9798e,2025/2/25,Expert,3,3,2,3,4,True,False,False,True,True,False,4,3,2,3,4,False,False,True,False,False,True,False,,
1780,Editors,"Verify facts, dates, and statistics, using standard reference sources.",ccd96e0f-ab6a-4bd9-bb4c-60d1c1b0d4d4,2025/2/25,Average,1,3,4,5,4,False,False,False,False,False,False,1,3,3,3,5,False,True,True,True,True,True,True,FALSE,
20619,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,2025/1/22,Expert,3,1,3,2,3,True,False,False,False,True,True,3,4,3,4,2,False,False,False,False,False,False,False,,FALSE
19826,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Present information to customers about the energy efficiency or environmental impact of scientific or technical products.,3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,2025/1/22,Average,3,3,3,2,4,False,False,True,False,False,True,3,3,3,3,2,False,False,False,False,False,False,False,,FALSE
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",2e027f5b-019e-4215-ae3c-180cf6c576ff,2025/1/22,Expert,5,5,5,5,5,False,False,True,False,False,False,5,5,5,5,5,False,False,True,False,False,False,False,,
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,2e027f5b-019e-4215-ae3c-180cf6c576ff,2025/1/22,Expert,5,5,5,5,5,False,False,True,False,False,False,5,5,5,5,5,False,False,False,True,False,False,False,,
11363,"Production, Planning, and Expediting Clerks","Review documents, such as production schedules, work orders, or staffing tables, to determine personnel or materials requirements or material priorities.",e56eb528-8015-40aa-af94-bab78d622fa8,2025/1/23,Average,2,4,4,1,3,False,False,False,False,False,False,4,4,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE
11368,"Production, Planning, and Expediting Clerks",Requisition and maintain inventories of materials or supplies necessary to meet production demands.,e56eb528-8015-40aa-af94-bab78d622fa8,2025/1/23,Average,2,4,3,1,3,False,False,False,False,False,False,3,4,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE
11373,"Production, Planning, and Expediting Clerks",Contact suppliers to verify shipment details.,e56eb528-8015-40aa-af94-bab78d622fa8,2025/1/23,Average,3,3,3,1,2,True,False,False,False,False,False,2,1,2,1,1,False,False,False,False,False,False,False,,FALSE
15980,Sustainability Specialists,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",f2221878-a494-4283-b05e-d1d5f6aed6a8,2025/1/23,Novice,3,1,4,1,3,False,False,True,False,False,True,1,2,2,3,5,False,False,False,True,False,False,True,,
15979,Sustainability Specialists,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",f2221878-a494-4283-b05e-d1d5f6aed6a8,2025/1/23,Average,3,3,5,1,3,False,False,True,True,True,False,1,5,4,4,3,False,True,False,True,True,False,True,,
15973,Sustainability Specialists,Provide technical or administrative support for sustainability programs or issues.,f2221878-a494-4283-b05e-d1d5f6aed6a8,2025/1/23,Expert,3,3,5,1,3,False,False,True,True,True,True,3,5,3,3,2,False,False,False,False,False,False,False,,FALSE
15968,Sustainability Specialists,Review and revise sustainability proposals or policies.,f2221878-a494-4283-b05e-d1d5f6aed6a8,2025/1/23,Average,3,2,4,1,3,False,False,True,True,True,False,1,4,3,4,3,False,True,False,False,True,False,True,,
15976,Sustainability Specialists,Develop reports or presentations to communicate the effectiveness of sustainability initiatives.,f2221878-a494-4283-b05e-d1d5f6aed6a8,2025/1/23,Expert,2,1,3,1,4,False,False,False,False,False,False,1,3,2,2,3,False,False,False,True,True,False,True,FALSE,
15975,Sustainability Specialists,Create or maintain plans or other documents related to sustainability projects.,f2221878-a494-4283-b05e-d1d5f6aed6a8,2025/1/23,Average,3,2,4,1,4,False,False,True,True,True,True,1,4,5,4,5,False,True,True,True,True,False,True,,
15969,Sustainability Specialists,"Research or review regulatory, technical, or market issues related to sustainability.",f2221878-a494-4283-b05e-d1d5f6aed6a8,2025/1/23,Novice,3,1,2,1,3,False,False,False,True,True,False,1,2,2,3,3,False,False,False,False,True,False,True,,
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,7f35d4fc-0ca5-43db-afdf-939a1d921f8f,2025/1/23,Novice,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,FALSE,FALSE
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,7f35d4fc-0ca5-43db-afdf-939a1d921f8f,2025/1/23,Novice,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,FALSE,FALSE
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",7f35d4fc-0ca5-43db-afdf-939a1d921f8f,2025/1/23,Novice,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,FALSE,FALSE
21049,Computer Programmers,Develop Web sites.,7f35d4fc-0ca5-43db-afdf-939a1d921f8f,2025/1/23,Novice,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,FALSE,FALSE
2487,"Bookkeeping, Accounting, and Auditing Clerks","Operate computers programmed with accounting software to record, store, and analyze information.",f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Expert,1,4,5,5,4,False,False,False,False,False,False,1,1,2,4,5,False,True,True,True,True,True,False,FALSE,
2486,"Bookkeeping, Accounting, and Auditing Clerks","Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Expert,1,4,5,4,4,False,False,False,False,False,False,1,2,4,4,5,False,True,True,True,True,True,False,FALSE,
2495,"Bookkeeping, Accounting, and Auditing Clerks","Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.",f5dc2330-16db-4f32-9e98-23f365149b23,2025/1/23,Expert,1,3,4,5,4,False,False,False,False,False,False,2,1,2,2,5,True,False,True,False,True,False,False,FALSE,
