O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
11-9121.01,Clinical Research Coordinators,15595,"Prepare study-related documentation, such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, or progress reports.",Core,08/2021,3.0,3.0,4.41,82.57,,,['Documenting/Recording Information'],['4.A.3.b.6']
11-9121.01,Clinical Research Coordinators,15594,Record adverse event and side effect data and confer with investigators regarding the reporting of events to oversight agencies.,Core,08/2021,4.0,4.0,4.35,89.64,,,"['Documenting/Recording Information', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.3.b.6', '4.A.4.a.2']"
11-9121.01,Clinical Research Coordinators,15614,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",Core,08/2021,5.0,5.0,4.27,86.6,,,['Documenting/Recording Information'],['4.A.3.b.6']
11-9121.01,Clinical Research Coordinators,15593,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.",Core,08/2021,3.0,3.0,4.22,89.22,,,['Analyzing Data or Information'],['4.A.2.a.4']
11-9121.01,Clinical Research Coordinators,15608,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",Core,08/2021,3.0,3.0,4.11,76.34,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
11-9121.01,Clinical Research Coordinators,15592,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,Core,08/2021,5.0,5.0,4.08,83.81,,,['Documenting/Recording Information'],['4.A.3.b.6']
11-9121.01,Clinical Research Coordinators,15609,"Code, evaluate, or interpret collected study data.",Core,08/2021,3.0,3.0,4.07,72.21,,,"['Analyzing Data or Information', 'Working with Computers']","['4.A.2.a.4', '4.A.3.b.1']"
11-9121.01,Clinical Research Coordinators,15600,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,Core,08/2021,3.0,3.0,3.96,68.66,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
11-9121.01,Clinical Research Coordinators,15598,Order drugs or devices necessary for study completion.,Core,08/2021,3.0,3.0,3.85,70.47,,,['Monitoring and Controlling Resources'],['4.A.4.c.3']
11-9121.01,Clinical Research Coordinators,15607,Communicate with laboratories or investigators regarding laboratory findings.,Core,08/2021,4.0,4.0,3.62,78.48,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
11-9121.01,Clinical Research Coordinators,15583,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",Core,08/2021,3.0,3.0,3.48,84.9,,,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
11-9121.01,Clinical Research Coordinators,15590,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,Supplemental,08/2021,4.0,4.0,3.58,49.05,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
11-9121.01,Clinical Research Coordinators,15584,Register protocol patients with appropriate statistical centers as required.,Supplemental,08/2021,4.0,4.0,3.48,44.36,,,['Performing Administrative Activities'],['4.A.4.c.1']
11-9199.01,Regulatory Affairs Managers,18037,"Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",Core,08/2024,3.0,3.0,4.61,100.0,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
11-9199.01,Regulatory Affairs Managers,18022,"Direct the preparation and submission of regulatory agency applications, reports, or correspondence.",Core,08/2024,3.0,3.0,4.48,100.0,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
11-9199.01,Regulatory Affairs Managers,18030,"Maintain current knowledge of relevant regulations, including proposed and final rules.",Core,08/2024,4.0,4.0,4.09,100.0,,,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
11-9199.01,Regulatory Affairs Managers,18038,Review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,Core,08/2024,3.0,3.0,3.95,100.0,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
11-9199.01,Regulatory Affairs Managers,18032,Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.,Core,08/2024,3.0,3.0,3.41,95.65,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
11-9199.02,Compliance Managers,15643,Review communications such as securities sales advertising to ensure there are no violations of standards or regulations.,Supplemental,08/2019,3.0,3.0,3.56,36.76,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
11-9199.02,Compliance Managers,21093,"Oversee internal reporting systems, such as corporate compliance hotlines.",Supplemental,08/2019,3.0,3.0,3.56,55.96,,,"['Monitoring Processes, Materials, or Surroundings', 'Guiding, Directing, and Motivating Subordinates']","['4.A.1.a.2', '4.A.4.b.4']"
11-9199.08,Loss Prevention Managers,15807,"Administer systems and programs to reduce loss, maintain inventory control, or increase safety.",Core,08/2019,5.0,5.0,4.29,100.0,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
11-9199.08,Loss Prevention Managers,15781,Review loss prevention exception reports and cash discrepancies to ensure adherence to guidelines.,Core,08/2019,5.0,5.0,4.28,81.82,,,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
11-9199.08,Loss Prevention Managers,15804,"Advise retail managers on compliance with applicable codes, laws, regulations, or standards.",Core,08/2019,3.0,3.0,3.94,77.27,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
11-9199.08,Loss Prevention Managers,15796,Maintain documentation of all loss prevention activity.,Core,08/2019,5.0,5.0,3.86,95.45,,,['Documenting/Recording Information'],['4.A.3.b.6']
11-9199.08,Loss Prevention Managers,15793,"Recommend improvements in loss prevention programs, staffing, scheduling, or training.",Core,08/2019,3.0,3.0,3.52,100.0,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
11-9199.08,Loss Prevention Managers,15784,Monitor and review paperwork procedures and systems to prevent error-related shortages.,Core,08/2019,4.0,4.0,3.3,90.91,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
11-9199.08,Loss Prevention Managers,15788,Advise retail establishments on development of loss-investigation procedures.,Core,08/2019,3.0,3.0,3.06,81.82,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
11-9199.08,Loss Prevention Managers,15785,"Maintain databases such as bad check logs, reports on multiple offenders, and alarm activation lists.",Supplemental,08/2019,5.0,5.0,2.84,86.36,,,['Thinking Creatively'],['4.A.2.b.2']
11-9199.10,Wind Energy Development Managers,15834,Manage wind project costs to stay within budget limits.,Core,07/2016,3.0,3.0,4.07,96.44,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
11-9199.10,Wind Energy Development Managers,15838,"Create wind energy project plans, including project scope, goals, tasks, resources, schedules, costs, contingencies, or other project information.",Core,07/2016,3.0,3.0,3.99,97.95,,,['Thinking Creatively'],['4.A.2.b.2']
11-9199.10,Wind Energy Development Managers,15835,"Develop scope of work for wind project functions, such as design, site assessment, environmental studies, surveying, or field support services.",Core,07/2016,3.0,3.0,3.82,94.99,,,['Thinking Creatively'],['4.A.2.b.2']
11-9199.10,Wind Energy Development Managers,15830,"Provide verbal or written project status reports to project teams, management, subcontractors, customers, or owners.",Core,07/2016,3.0,3.0,3.81,97.08,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
11-9199.10,Wind Energy Development Managers,15828,"Update schedules, estimates, forecasts, or budgets for wind projects.",Core,07/2016,3.0,3.0,3.79,95.02,,,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
11-9199.10,Wind Energy Development Managers,15833,"Prepare wind project documentation, including diagrams or layouts.",Core,07/2016,3.0,3.0,3.47,98.2,,,['Documenting/Recording Information'],['4.A.3.b.6']
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15843,"Prepare reports or presentations to communicate brownfield redevelopment needs, status, or progress.",Core,08/2021,3.0,3.0,3.77,100.0,,,['Documenting/Recording Information'],['4.A.3.b.6']
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15846,"Maintain records of decisions, actions, and progress related to environmental redevelopment projects.",Core,08/2021,5.0,5.0,3.68,100.0,,,['Documenting/Recording Information'],['4.A.3.b.6']
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12881,Arrange for transportation or storage of purchased products.,Core,07/2013,5.0,5.0,4.07,89.77,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12883,"Maintain records of business transactions and product inventories, reporting data to companies or government agencies as necessary.",Core,07/2013,5.0,5.0,4.06,94.51,,,"['Documenting/Recording Information', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.3.b.6', '4.A.4.a.2']"
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12882,Review orders to determine product types and quantities required to meet demand.,Core,07/2013,5.0,5.0,3.91,85.35,,,['Analyzing Data or Information'],['4.A.2.a.4']
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12886,Calculate applicable government grain quotas.,Supplemental,07/2013,3.0,3.0,2.84,41.32,,,['Analyzing Data or Information'],['4.A.2.a.4']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1146,Monitor and follow applicable laws and regulations.,Core,08/2019,5.0,5.0,4.55,90.91,,,['Analyzing Data or Information'],['4.A.2.a.4']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1143,"Prepare purchase orders, solicit bid proposals, and review requisitions for goods and services.",Core,08/2019,6.0,6.0,4.55,100.0,,,"['Performing Administrative Activities', 'Monitoring and Controlling Resources']","['4.A.4.c.1', '4.A.4.c.3']"
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1145,"Analyze price proposals, financial reports, and other data and information to determine reasonable prices.",Core,08/2019,4.0,4.0,4.35,100.0,,,['Analyzing Data or Information'],['4.A.2.a.4']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1151,"Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.",Core,08/2019,5.0,5.0,4.0,95.65,,,"['Documenting/Recording Information', 'Monitoring and Controlling Resources']","['4.A.3.b.6', '4.A.4.c.3']"
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1144,"Research and evaluate suppliers, based on price, quality, selection, service, support, availability, reliability, production and distribution capabilities, and the supplier's reputation and history.",Core,08/2019,3.0,3.0,4.0,100.0,,,['Getting Information'],['4.A.1.a.1']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1148,"Monitor shipments to ensure that goods come in on time, and resolve problems related to undelivered goods.",Core,08/2019,3.0,3.0,3.77,95.65,,,['Monitoring and Controlling Resources'],['4.A.4.c.3']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1153,Study sales records and inventory levels of current stock to develop strategic purchasing programs that facilitate employee access to supplies.,Core,08/2019,4.0,4.0,3.68,86.36,,,['Monitoring and Controlling Resources'],['4.A.4.c.3']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1157,"Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.",Core,08/2019,3.0,3.0,3.52,91.3,,,['Thinking Creatively'],['4.A.2.b.2']
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1152,"Review catalogs, industry periodicals, directories, trade journals, and Internet sites and consult with other department personnel to locate necessary goods and services.",Core,08/2019,4.0,4.0,3.35,100.0,,,"['Getting Information', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.1.a.1', '4.A.4.a.2']"
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21417,Examine claims forms and other records to determine insurance coverage.,Core,08/2022,6.0,6.0,4.79,100.0,78770.0,305020.0,['Analyzing Data or Information'],['4.A.2.a.4']
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21418,Analyze information gathered by investigation and report findings and recommendations.,Core,08/2022,5.0,5.0,4.76,98.45,78770.0,305020.0,"['Getting Information', 'Documenting/Recording Information']","['4.A.1.a.1', '4.A.3.b.6']"
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21426,Pay and process claims within designated authority level.,Core,08/2022,5.0,5.0,4.75,89.46,78770.0,305020.0,['Performing Administrative Activities'],['4.A.4.c.1']
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21428,Verify and analyze data used in settling claims to ensure that claims are valid and that settlements are made according to company practices and procedures.,Core,08/2022,5.0,5.0,4.68,97.3,78770.0,305020.0,['Processing Information'],['4.A.2.a.2']
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21419,"Review police reports, medical treatment records, medical bills, or physical property damage to determine the extent of liability.",Core,08/2022,6.0,6.0,4.67,98.66,78770.0,305020.0,['Making Decisions and Solving Problems'],['4.A.2.b.1']
