Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Automation Capacity Rating,Physical Action Requirement,Involved Uncertainty,Domain Expertise Requirement,Interpersonal Communication Requirement,Human Agency Scale Rating
1305,Database Administrators,Specify users and user access levels for each segment of database.,YellowZebra,2025/4/5,4,1,2,3,2,2
3414,Loan Officers,Compute payment schedules.,YellowZebra,2025/4/5,2,1,4,4,4,4
14654,Software Quality Assurance Analysts and Testers,Monitor program performance to ensure efficient and problem-free operations.,YellowZebra,2025/4/5,4,1,2,2,1,2
14681,Computer Systems Engineers/Architects,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",YellowZebra,2025/4/5,4,1,2,2,1,2
7371,Mathematicians,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,YellowZebra,2025/4/5,2,1,1,4,1,4
16208,Video Game Designers,"Devise missions, challenges, or puzzles to be encountered in game play.",YellowZebra,2025/4/5,3,1,1,3,2,3
19004,Computer Network Support Specialists,Back up network data.,GreenElephant,2025/4/6,4,2,2,2,2,2
15988,Financial Quantitative Analysts,Produce written summary reports of financial research results.,YellowZebra,2025/4/5,4,1,2,3,1,1
7320,Financial Examiners,"Review balance sheets, operating income and expense accounts, and loan documentation to confirm institution assets and liabilities.",YellowZebra,2025/4/5,4,1,2,3,1,1
14743,Web Administrators,"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly.",YellowZebra,2025/4/5,5,1,1,1,1,1
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,YellowZebra,2025/4/5,5,1,1,3,2,1
7319,Financial Examiners,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions.",YellowZebra,2025/4/5,2,1,3,4,2,3
12913,Personal Financial Advisors,"Prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections.",YellowZebra,2025/4/5,2,1,2,3,3,3
3405,Budget Analysts,Compile and analyze accounting records and other data to determine the financial resources required to implement a program.,YellowZebra,2025/4/5,2,1,2,3,2,3
1322,Network and Computer Systems Administrators,"Design, configure, and test computer hardware, networking software and operating system software.",YellowZebra,2025/4/5,4,1,1,4,1,2
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",YellowZebra,2025/4/5,5,1,1,4,1,1
1320,Network and Computer Systems Administrators,Operate master consoles to monitor the performance of computer systems and networks and to coordinate computer network access and use.,YellowZebra,2025/4/5,5,1,1,2,1,1
3409,Loan Officers,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",YellowZebra,2025/4/5,3,1,4,4,2,3
1254,Credit Analysts,"Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",YellowZebra,2025/4/5,5,1,1,2,1,1
8953,Statisticians,"Report results of statistical analyses, including information in the form of graphs, charts, and tables.",YellowZebra,2025/4/5,4,1,1,3,1,2
1255,Credit Analysts,"Generate financial ratios, using computer programs, to evaluate customers' financial status.",YellowZebra,2025/4/5,5,1,2,2,1,1
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,YellowZebra,2025/4/5,2,1,2,4,2,3
14640,Software Quality Assurance Analysts and Testers,"Develop testing programs that address areas such as database impacts, software scenarios, regression testing, negative testing, error or bug retests, or usability.",YellowZebra,2025/4/5,3,1,1,3,1,2
18943,Credit Counselors,"Prioritize client debt repayment to avoid dire consequences, such as bankruptcy or foreclosure or to reduce overall costs, such as by paying high-interest or short-term loans first.",YellowZebra,2025/4/5,2,1,3,4,3,3
1325,Network and Computer Systems Administrators,Monitor network performance to determine whether adjustments are needed and where changes will be needed in the future.,YellowZebra,2025/4/5,3,1,2,3,1,2
14695,Web Developers,Perform or direct Web site updates.,YellowZebra,2025/4/5,4,1,2,3,2,2
7365,Tax Preparers,Calculate form preparation fees according to return complexity and processing time required.,YellowZebra,2025/4/5,5,1,1,2,1,1
14649,Software Quality Assurance Analysts and Testers,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",YellowZebra,2025/4/5,2,1,1,4,3,4
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",YellowZebra,2025/4/5,5,1,1,2,1,1
18942,Credit Counselors,Prepare written documents to establish contracts with or communicate financial recommendations to clients.,YellowZebra,2025/4/5,2,1,1,3,5,3
16194,Video Game Designers,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas.",YellowZebra,2025/4/5,2,1,1,4,3,5
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",YellowZebra,2025/4/5,2,1,2,4,3,5
14639,Software Quality Assurance Analysts and Testers,Test system modifications to prepare for implementation.,YellowZebra,2025/4/5,4,1,1,3,2,2
1329,Network and Computer Systems Administrators,Analyze equipment performance records to determine the need for repair or replacement.,YellowZebra,2025/4/5,4,1,1,3,2,2
23320,Insurance Claims and Policy Processing Clerks,"Organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data.",BrownKangaroo,2025/4/5,3,1,3,5,2,2
2820,Desktop Publishers,"Position text and art elements from a variety of databases in a visually appealing way to design print or web pages, using knowledge of type styles and size and layout patterns.",BrownKangaroo,2025/4/5,3,2,3,3,4,4
2815,Desktop Publishers,Check preliminary and final proofs for errors and make necessary corrections.,BrownKangaroo,2025/4/5,3,3,3,3,2,3
7285,Management Analysts,"Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis.",BrownKangaroo,2025/4/5,3,1,4,3,3,3
23318,Insurance Claims and Policy Processing Clerks,Review insurance policy to determine coverage.,BrownKangaroo,2025/4/5,3,1,3,4,4,4
2823,Desktop Publishers,"Import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software.",BrownKangaroo,2025/4/5,3,1,3,4,3,3
2822,Desktop Publishers,"Edit graphics and photos, using pixel or bitmap editing, airbrushing, masking, or image retouching.",BrownKangaroo,2025/4/5,3,1,2,3,1,2
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,GreenElephant,2025/4/5,2,3,4,4,4,4
21049,Computer Programmers,Develop Web sites.,GreenElephant,2025/4/5,4,2,3,3,3,3
2816,Desktop Publishers,"Operate desktop publishing software and equipment to design, lay out, and produce camera-ready copy.",BrownKangaroo,2025/4/5,4,1,2,3,1,2
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,GreenElephant,2025/4/5,2,3,4,4,4,4
5317,Information Security Analysts,"Modify computer security files to incorporate new software, correct errors, or change individual access status.",GreenElephant,2025/4/5,3,3,4,4,3,4
1305,Database Administrators,Specify users and user access levels for each segment of database.,GreenElephant,2025/4/5,4,2,2,3,2,3
3414,Loan Officers,Compute payment schedules.,GreenElephant,2025/4/5,4,2,3,3,3,3
14654,Software Quality Assurance Analysts and Testers,Monitor program performance to ensure efficient and problem-free operations.,GreenElephant,2025/4/5,3,3,3,3,3,4
14681,Computer Systems Engineers/Architects,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",GreenElephant,2025/4/5,2,3,4,4,4,4
7371,Mathematicians,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,GreenElephant,2025/4/5,3,2,2,3,2,4
16208,Video Game Designers,"Devise missions, challenges, or puzzles to be encountered in game play.",GreenElephant,2025/4/5,3,4,3,4,2,4
15988,Financial Quantitative Analysts,Produce written summary reports of financial research results.,GreenElephant,2025/4/5,4,1,2,4,2,2
14743,Web Administrators,"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly.",GreenElephant,2025/4/5,4,2,2,3,2,3
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,GreenElephant,2025/4/5,4,2,2,3,3,2
7319,Financial Examiners,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions.",GreenElephant,2025/4/5,3,3,4,3,4,4
12913,Personal Financial Advisors,"Prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections.",GreenElephant,2025/4/5,3,4,4,4,4,4
3405,Budget Analysts,Compile and analyze accounting records and other data to determine the financial resources required to implement a program.,GreenElephant,2025/4/5,3,3,3,4,3,4
1322,Network and Computer Systems Administrators,"Design, configure, and test computer hardware, networking software and operating system software.",GreenElephant,2025/4/5,3,2,3,4,2,4
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",GreenElephant,2025/4/5,4,2,3,3,2,3
1320,Network and Computer Systems Administrators,Operate master consoles to monitor the performance of computer systems and networks and to coordinate computer network access and use.,GreenElephant,2025/4/5,4,2,2,3,2,2
3409,Loan Officers,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",GreenElephant,2025/4/5,4,1,3,3,3,2
1254,Credit Analysts,"Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",GreenElephant,2025/4/5,4,2,3,3,2,2
8953,Statisticians,"Report results of statistical analyses, including information in the form of graphs, charts, and tables.",GreenElephant,2025/4/5,4,2,2,3,2,2
1255,Credit Analysts,"Generate financial ratios, using computer programs, to evaluate customers' financial status.",GreenElephant,2025/4/5,4,1,2,3,1,2
23313,Insurance Claims and Policy Processing Clerks,"Prepare insurance claim forms or related documents, and review them for completeness.",BrownKangaroo,2025/4/5,3,1,3,3,4,3
23329,Insurance Claims and Policy Processing Clerks,"Process, prepare, and submit business or government forms, such as submitting applications for coverage to insurance carriers.",BrownKangaroo,2025/4/5,3,3,2,3,2,2
23323,Insurance Claims and Policy Processing Clerks,"Review and verify data, such as age, name, address, and principal sum and value of property, on insurance applications and policies.",BrownKangaroo,2025/4/5,4,1,3,4,1,2
